date,delay,distance,origin,destination
01120745,-2,283,BDL,BWI
01120745,-3,296,DAL,LIT
01120745,6,487,TPA,MSY
01120750,4,646,PHX,OAK
01120755,4,283,BWI,BDL
01120758,0,220,ISP,BWI
01120800,-24,972,ISP,MCO
01120800,-4,998,MSY,BWI
01120800,0,358,SMF,BUR
01120800,10,437,MSY,DAL
01120801,33,308,SJC,LAX
01120805,-5,284,MDW,CMH
01120805,0,443,BNA,RDU
01120805,16,1037,PHX,OMA
01120808,-2,162,IND,MDW
01120810,-4,496,ELP,SAT
01120815,-1,1751,SAN,BNA
01120815,-1,580,DAL,ABQ
01120815,0,321,MSY,BHM
01120815,3,223,TUL,MCI
01120820,-17,550,MSY,MCO
01120820,-2,480,SMF,SAN
01120820,2,248,SAT,DAL
01120822,29,1797,BNA,LAX
01120825,-8,448,BNA,CLE
01120825,1,296,BUR,SJC
01120830,-1,328,PVD,BWI
01120830,0,229,MDW,DTW
01120835,-1,611,MDW,BWI
01120835,17,422,RNO,SLC
01120838,53,587,MCO,JAN
01120840,-2,303,HOU,MSY
01120840,21,188,SJC,RNO
01120840,37,872,PHX,AUS
01120845,-12,323,SDF,BHM
01120845,-8,217,DAL,IAH
01120846,5,325,OAK,BUR
01120850,-2,453,HOU,TUL
01120850,9,737,STL,BWI
01120855,-2,395,MDW,BNA
01120855,43,440,STL,DTW
01120855,6,838,MDW,MHT
01120900,-17,544,MDW,LIT
01120900,0,389,SMF,ONT
01120901,57,370,PHX,LAX
01120905,-1,148,HOU,AUS
01120905,5,192,HOU,SAT
01120910,13,628,ABQ,SAN
01120915,10,480,SMF,SAN
01120915,17,337,OAK,LAX
01120918,8,304,PHX,SAN
01120920,-8,371,OAK,SNA
01120925,-10,281,BWI,BUF
01120925,-2,237,DAL,TUL
01120925,7,440,DTW,STL
01120928,50,480,SAN,SMF
01120930,-8,271,SDF,MDW
01120930,0,1137,TPA,PVD
01120930,77,258,SAN,LAS
01120934,47,180,RNO,OAK
01120935,21,1044,MCI,PHX
01120935,8,446,OAK,SAN
01120940,-1,328,PVD,BWI
01120940,-7,248,SAT,DAL
01120942,22,236,LAX,LAS
01120945,-10,663,BWI,JAX
01120947,32,628,SAN,ABQ
01120950,-17,723,GEG,OAK
01120955,-2,365,LAS,TUS
01120955,11,223,LAS,BUR
01121000,-5,239,DAL,HOU
01121000,0,441,HOU,MAF
01121000,62,181,DAL,OKC
01121000,74,313,OKC,MCI
01121005,-1,233,HRL,SAT
01121005,12,308,LAX,SJC
01121010,-4,588,SLC,OAK
01121010,23,446,SAN,OAK
01121015,-14,997,TPA,MDW
01121015,4,1040,MCO,SAT
01121018,75,308,LAX,SJC
01121020,-16,1069,SAT,LAS
01121024,23,239,HOU,DAL
01121025,0,377,MHT,BWI
01121029,103,370,LAX,PHX
01121030,-3,580,ABQ,DAL
01121030,58,2106,LAS,BWI
01121033,31,1670,BWI,ABQ
01121035,40,229,IND,STL
01121035,5,480,SAN,SMF
01121042,39,369,PHX,BUR
01121045,13,296,LIT,DAL
01121047,13,162,MDW,IND
01121050,-10,443,RDU,BNA
01121053,2,368,LAS,SLC
01121055,0,229,DTW,MDW
01121059,29,337,LAX,OAK
01121100,-1,239,DAL,HOU
01121100,128,304,SAN,PHX
01121100,28,296,STL,LIT
01121103,15,296,BUR,SJC
01121105,-20,611,BWI,MDW
01121110,11,239,HOU,DAL
01121110,33,564,SEA,RNO
01121115,-2,448,CLE,BNA
01121115,-2,630,PDX,SLC
01121118,5,321,MSY,BHM
01121120,-4,528,ELP,AUS
01121120,51,397,SMF,LAS
01121123,35,493,SLC,ABQ
01121125,52,337,OAK,LAX
01121128,25,197,LAS,ONT
01121130,-4,239,DAL,HOU
01121130,127,1301,MSY,PHX
01121135,-3,1040,SAT,MCO
01121135,33,251,MDW,STL
01121137,8,444,PDX,RNO
01121140,-1,288,BWI,ALB
01121140,118,370,LAX,PHX
01121140,37,1333,MCI,SAN
01121144,64,328,PHX,ABQ
01121145,-6,108,PVD,ISP
01121147,-2,314,BWI,CLE
01121150,-2,180,JAX,TPA
01121150,14,405,MCI,MDW
01121155,120,647,SMF,PHX
01121155,52,451,LAX,TUS
01121200,-1,324,DAL,AMA
01121200,37,417,SAN,SJC
01121202,18,410,CMH,STL
01121205,0,229,MDW,DTW
01121206,8,605,SMF,SEA
01121209,8,325,BUR,OAK
01121210,-3,325,OAK,BUR
01121210,45,148,HOU,AUS
01121212,46,307,MDW,CLE
01121217,15,224,SEA,GEG
01121217,25,188,RNO,SJC
01121220,16,313,MCI,OKC
01121220,7,689,SEA,SLC
01121225,-5,697,SEA,SJC
01121225,-7,1034,TPA,ISP
01121227,39,189,AUS,DAL
01121230,-2,395,MDW,BNA
01121230,136,328,ABQ,PHX
01121230,15,361,OAK,ONT
01121231,20,377,BWI,MHT
01121234,19,446,SAN,OAK
01121236,27,1797,BNA,LAX
01121239,5,239,HOU,DAL
01121243,15,569,SJC,PDX
01121245,-23,1137,PVD,TPA
01121247,112,405,MDW,MCI
01121247,17,358,BUR,SMF
01121254,23,484,JAX,BNA
01121255,-9,271,MDW,SDF
01121258,49,390,LAX,RNO
01121300,-5,178,MCO,FLL
01121303,23,687,STL,HOU
01121305,-10,276,HRL,HOU
01121306,122,507,SLC,PHX
01121308,100,328,PHX,ABQ
01121310,10,580,DAL,ABQ
01121313,120,446,SAN,OAK
01121315,0,453,TUL,HOU
01121315,2,318,FLL,JAX
01121318,53,580,ABQ,DAL
01121320,-6,328,BWI,PVD
01121323,27,217,DAL,IAH
01121323,75,373,LAX,SMF
01121326,21,239,HOU,DAL
01121330,-7,359,JAN,HOU
01121332,20,342,SNA,SJC
01121335,127,496,SAT,ELP
01121335,8,303,HOU,MSY
01121340,-4,319,DAL,MAF
01121342,27,333,SJC,ONT
01121343,0,371,OAK,SNA
01121345,5,1090,AUS,LAS
01121348,168,369,BUR,PHX
01121352,10,197,ONT,LAS
01121355,-13,829,CMH,TPA
01121355,23,451,LAX,TUS
01121356,195,304,SAN,PHX
01121400,81,446,OAK,SAN
01121400,9,491,MCI,BNA
01121405,2,361,OAK,ONT
01121405,43,313,OKC,MCI
01121408,101,370,PHX,LAX
01121409,13,251,STL,MDW
01121412,25,616,MCO,BNA
01121415,0,457,BNA,DTW
01121416,-5,495,BWI,SDF
01121417,14,377,MHT,BWI
01121419,56,307,MDW,CLE
01121420,14,1048,TPA,MCI
01121420,6,628,SAN,ABQ
01121425,-5,223,MCI,TUL
01121426,46,480,SMF,SAN
01121428,95,1455,PHX,BHM
01121430,62,345,LAS,RNO
01121432,35,368,SLC,LAS
01121435,0,587,TPA,RDU
01121435,115,601,RNO,PHX
01121436,10,181,OKC,DAL
01121436,77,478,BHM,MCO
01121442,135,714,ELP,LAX
01121444,0,303,HOU,MSY
01121445,80,344,PDX,BOI
01121448,14,852,BNA,BDL
01121450,58,462,OKC,STL
01121455,-13,842,BWI,TPA
01121455,23,842,TPA,BWI
01121455,52,1037,PHX,OMA
01121500,-5,281,BUF,BWI
01121500,24,276,HOU,HRL
01121504,-6,605,SEA,SMF
01121504,125,369,PHX,BUR
01121505,18,239,HOU,DAL
01121507,9,197,ONT,LAS
01121510,14,496,ELP,SAT
01121512,-3,550,MSY,MCO
01121514,17,197,FLL,TPA
01121515,162,843,SAT,PHX
01121516,7,248,DAL,SAT
01121517,150,762,LAS,PDX
01121520,-5,534,MCO,RDU
01121520,36,405,MCI,MDW
01121525,0,405,MDW,MCI
01121525,60,237,MCI,STL
01121527,63,229,DTW,MDW
01121530,-4,239,HOU,DAL
01121535,-2,237,TUL,DAL
01121535,0,197,TPA,FLL
01121535,9,368,SLC,LAS
01121537,145,370,LAX,PHX
01121539,99,453,TUL,HOU
01121540,145,367,SAN,TUS
01121544,5,666,MDW,JAN
01121545,5,1670,ABQ,BWI
01121550,164,1020,HOU,PHX
01121550,19,417,SJC,SAN
01121550,94,236,LAS,LAX
01121554,4,588,BNA,BWI
01121557,3,319,DAL,MAF
01121600,-3,189,AUS,DAL
01121600,55,293,LBB,DAL
01121604,-1,325,OAK,BUR
01121605,32,239,DAL,HOU
01121605,55,671,OAK,SEA
01121610,4,197,TPA,FLL
01121611,15,271,MDW,SDF
01121614,52,687,HOU,STL
01121615,18,237,DAL,TUL
01121617,18,580,ABQ,DAL
01121620,0,1624,SDF,LAS
01121622,3,1140,LAS,MCI
01121625,-10,803,ISP,BNA
01121628,161,256,PHX,LAS
01121630,-3,1797,BNA,LAX
01121630,6,288,ALB,BWI
01121630,8,550,MCO,MSY
01121633,178,1107,PHX,SEA
01121635,-4,670,HOU,BNA
01121640,0,1093,FLL,ISP
01121640,163,1301,MSY,PHX
01121643,51,192,HOU,SAT
01121645,19,1552,MCO,ABQ
01121648,32,239,HOU,DAL
01121650,105,197,LAS,ONT
01121652,2,324,DAL,AMA
01121655,118,399,SEA,BOI
01121657,44,630,PDX,SLC
01121700,-2,197,FLL,TPA
01121700,2,148,HOU,AUS
01121700,8,220,BWI,ISP
01121704,5,303,MSY,HOU
01121705,157,328,PHX,ABQ
01121705,83,520,BOI,LAS
01121708,23,293,DAL,LBB
01121713,21,181,OKC,DAL
01121714,-10,737,BWI,STL
01121715,96,236,LAX,LAS
01121717,88,651,SFO,PHX
01121720,125,303,HOU,MSY
01121720,2,319,MAF,DAL
01121723,42,258,SAN,LAS
01121725,14,405,MCI,MDW
01121725,8,689,SLC,SEA
01121728,15,345,RNO,LAS
01121730,-2,220,ISP,BWI
01121730,74,451,TUS,LAX
01121735,-4,271,SDF,MDW
01121735,28,511,BOI,OAK
01121738,103,337,LAX,OAK
01121739,37,377,BWI,MHT
01121740,55,223,LAS,BUR
01121741,32,237,TUL,DAL
01121745,114,507,SLC,PHX
01121745,92,308,LAX,SJC
01121749,100,337,OAK,LAX
01121750,136,347,PHX,ELP
01121752,180,447,SAN,SFO
01121752,43,239,HOU,DAL
01121755,-2,237,DAL,TUL
01121755,48,237,MCI,STL
01121800,32,229,IND,STL
01121800,99,351,TUL,STL
01121805,110,833,PHX,OKC
01121805,21,223,ELP,ABQ
01121807,1,178,MCO,FLL
01121810,-12,1073,MCO,ALB
01121813,39,904,MCI,RDU
01121813,40,417,SJC,SAN
01121815,4,688,IND,JAX
01121817,22,237,STL,MCI
01121819,17,239,DAL,HOU
01121820,143,304,SAN,PHX
01121821,26,765,MDW,ISP
01121825,20,588,SLC,OAK
01121827,200,291,SLC,BOI
01121828,18,446,OAK,SAN
01121830,16,162,MDW,IND
01121832,10,1235,HOU,LAS
01121834,97,937,MDW,HOU
01121835,116,321,MSY,BHM
01121835,41,358,SMF,BUR
01121837,183,289,ABQ,LBB
01121840,24,371,SNA,OAK
01121840,35,484,BNA,JAX
01121845,0,180,OAK,RNO
01121846,17,972,SAT,TPA
01121850,10,666,HOU,MCI
01121850,48,271,MDW,SDF
01121852,10,405,MCI,MDW
01121854,82,368,SLC,LAS
01121855,45,308,LAX,SJC
01121855,53,447,SAN,SFO
01121858,-16,1481,MCI,PDX
01121859,43,1448,BNA,PHX
01121900,23,689,SEA,SLC
01121900,29,296,DAL,LIT
01121903,55,192,HOU,SAT
01121905,155,1999,PHX,BWI
01121909,77,507,PHX,SLC
01121910,-9,998,BWI,MSY
01121914,10,471,MSY,BNA
01121915,13,239,DAL,HOU
01121915,4,307,MDW,CLE
01121917,75,256,LAS,PHX
01121920,0,237,TUL,DAL
01121920,47,1363,LAX,MCI
01121923,26,377,MHT,BWI
01121923,50,239,DAL,HOU
01121925,68,181,DAL,OKC
01121930,-10,256,LAS,PHX
01121930,75,197,LAS,ONT
01121932,13,328,PVD,BWI
01121935,104,276,HOU,HRL
01121937,23,189,AUS,DAL
01121941,89,251,STL,MDW
01121942,115,1136,LIT,PHX
01121943,44,373,SMF,LAX
01121945,-2,1166,FLL,MDW
01121945,58,997,MDW,TPA
01121948,120,347,ELP,PHX
01121950,37,687,HOU,STL
01121952,60,651,SFO,PHX
01121955,20,377,BWI,MHT
01121958,64,342,OMA,STL
01122000,65,314,BWI,CLE
01122002,91,337,OAK,LAX
01122005,38,389,SMF,ONT
01122005,55,271,SDF,MDW
01122007,14,217,IAH,DAL
01122008,90,220,BWI,ISP
01122010,38,1090,LAS,AUS
01122010,4,495,BWI,SDF
01122015,123,369,PHX,BUR
01122015,59,319,DAL,MAF
01122020,-5,443,RDU,BNA
01122020,43,293,LBB,DAL
01122022,106,888,JAN,BWI
01122025,115,304,PHX,SAN
01122029,3,178,MCO,FLL
01122030,-8,328,PVD,BWI
01122030,90,487,ABQ,LAS
01122034,68,419,HOU,OKC
01122035,68,390,RNO,LAX
01122039,135,335,RNO,BOI
01122040,4,437,DAL,MSY
01122041,10,239,HOU,DAL
01122045,45,453,TUL,HOU
01122045,53,303,HOU,MSY
01122048,83,308,LAX,SJC
01122050,21,220,BWI,ISP
01122052,24,580,ABQ,DAL
01122053,213,325,PHX,ONT
01122055,12,405,MCI,MDW
01122058,28,337,LAX,OAK
01122100,158,328,PHX,ABQ
01122100,20,361,ONT,OAK
01122102,67,546,SLC,GEG
01122104,91,651,PHX,SFO
01122105,70,487,CLE,STL
01122107,177,369,BUR,PHX
01122110,201,325,PHX,ONT
01122112,36,189,AUS,DAL
01122115,85,407,OAK,LAS
01122117,30,588,OAK,SLC
01122120,5,303,MSY,HOU
01122122,255,279,PDX,GEG
01122123,90,437,MSY,DAL
01122125,130,345,RNO,LAS
01122130,0,314,CLE,BWI
01122130,46,288,BWI,ALB
01122133,21,550,MSY,MCO
01122134,195,370,LAX,PHX
01122135,42,337,OAK,LAX
01122135,92,1020,PHX,HOU
01122140,121,993,AUS,MCO
01122140,19,487,STL,CLE
01122141,143,277,AMA,ABQ
01122143,2,314,BWI,CLE
01122145,85,248,SAT,DAL
01122146,214,289,LBB,ABQ
01122150,10,395,BNA,MDW
01122150,202,361,ONT,OAK
01122151,100,417,SAN,SJC
01122153,10,291,SLC,BOI
01122157,47,487,MSY,TPA
01122200,53,223,LAS,BUR
01122205,60,304,SAN,PHX
01122205,80,251,MDW,STL
01122208,80,480,SAN,SMF
01122210,50,308,SJC,LAX
01122213,214,1591,LAS,IND
01122215,120,358,BUR,SMF
01122219,32,313,MCI,OKC
01122222,120,188,RNO,SJC
01122229,35,258,SAN,LAS
01122230,189,528,ELP,AUS
01122235,182,647,PHX,SMF
01122236,103,246,ELP,MAF
01122242,136,303,MSY,HOU
01122245,160,370,LAX,PHX
01122246,111,333,ONT,SJC
01122250,55,328,PHX,ABQ
01122258,161,399,BOI,SEA
01122300,150,337,OAK,LAX
01122307,103,687,STL,HOU
01122310,7,251,STL,MDW
01122317,196,487,LAS,ABQ
01122321,62,251,STL,MDW
01122325,60,304,PHX,SAN
01122330,210,479,PDX,SMF
01122341,135,256,LAS,PHX
01122341,135,651,PHX,SFO
01122348,120,358,SMF,BUR
01122350,56,236,LAX,LAS
01130600,2,371,OAK,SNA
01130615,-5,333,ONT,SJC
01130620,-5,491,BNA,MCI
01130625,-18,651,SFO,PHX
01130630,-15,842,PVD,MDW
01130630,-2,399,BOI,SEA
01130630,-8,487,TPA,MSY
01130630,2,417,SJC,SAN
01130635,-4,588,BWI,BNA
01130640,-10,495,SDF,BWI
01130640,1,737,BWI,STL
01130645,-3,460,TPA,BHM
01130650,3,423,MDW,OMA
01130655,-25,1797,LAX,BNA
01130700,-10,928,TPA,AUS
01130700,-3,325,OAK,BUR
01130700,-5,423,OMA,MDW
01130700,-6,765,ISP,MDW
01130700,0,457,DTW,BNA
01130700,2,612,TPA,BNA
01130705,-11,1246,HOU,BWI
01130705,-3,616,MCO,BNA
01130705,2,365,JAX,BHM
01130710,-4,395,MDW,BNA
01130710,5,2277,PVD,PHX
01130715,-1,405,MCI,MDW
01130715,-5,447,SFO,SAN
01130717,4,377,MHT,BWI
01130722,68,677,ABQ,LAX
01130723,2,528,ELP,AUS
01130730,-11,673,FLL,MSY
01130730,-32,1984,LAS,TPA
01130730,0,647,PHX,SMF
01130730,8,471,MSY,BNA
01130735,-3,345,RNO,LAS
01130740,-10,1521,MDW,LAS
01130740,19,181,DAL,OKC
01130740,5,1020,HOU,PHX
01130745,-2,507,PHX,SLC
01130745,-8,283,BDL,BWI
01130747,-15,1448,PHX,BNA
01130750,-2,254,STL,SDF
01130750,2,689,SEA,SLC
01130755,6,419,OKC,HOU
01130800,-2,345,LAS,RNO
01130800,-2,758,AMA,LAS
01130800,-8,671,SEA,OAK
01130800,12,462,STL,OKC
01130804,0,325,ONT,PHX
01130805,-12,989,MCO,MDW
01130805,20,1448,BNA,PHX
01130810,-18,1044,PHX,MCI
01130810,6,407,OAK,LAS
01130815,-10,389,SMF,ONT
01130815,12,1588,BNA,LAS
01130819,14,284,MDW,CMH
01130820,-8,1407,BWI,SAT
01130820,0,422,RNO,SLC
01130825,-10,937,HOU,MDW
01130825,5,1044,MCI,PHX
01130830,-6,580,ABQ,DAL
01130830,-7,550,MCO,MSY
01130832,15,223,LAS,BUR
01130835,-5,480,SAN,SMF
01130840,-4,321,BHM,MSY
01130840,-6,180,RNO,OAK
01130845,-1,313,MCI,OKC
01130845,-2,296,STL,LIT
01130845,4,373,SMF,LAX
01130849,2,447,SFO,SAN
01130850,0,220,BWI,ISP
01130855,-22,859,ISP,JAX
01130855,13,737,STL,BWI
01130900,-10,236,LAS,LAX
01130900,-3,480,SMF,SAN
01130900,-5,389,SMF,ONT
01130900,5,337,OAK,LAX
01130902,1,255,BWI,RDU
01130905,15,254,STL,SDF
01130905,2,759,HOU,ABQ
01130910,0,1121,MDW,ABQ
01130910,20,370,PHX,LAX
01130912,4,335,BOI,RNO
01130915,-7,651,SFO,PHX
01130915,5,828,MCO,IND
01130920,-13,588,BWI,BNA
01130923,29,239,HOU,DAL
01130925,-30,1489,MCI,SEA
01130925,5,283,BWI,BDL
01130928,11,248,DAL,SAT
01130930,-7,271,SDF,MDW
01130930,0,281,BUF,BWI
01130930,8,180,OAK,RNO
01130935,-22,1137,PVD,TPA
01130935,9,371,SNA,OAK
01130940,-25,1772,LAS,CMH
01130940,11,304,PHX,SAN
01130940,5,671,OAK,SEA
01130945,-16,520,LAS,BOI
01130945,-6,632,RDU,MDW
01130949,3,248,SAT,DAL
01130950,-16,775,LAS,LBB
01130950,12,723,GEG,OAK
01130955,0,1107,PHX,SEA
01131000,-17,677,ABQ,LAX
01131000,-4,289,ABQ,LBB
01131000,3,441,HOU,MAF
01131002,10,1363,MCI,LAX
01131005,-7,321,MSY,BHM
01131005,0,584,ELP,LAS
01131008,27,590,LAX,SLC
01131010,-15,386,SJC,LAS
01131010,-9,178,FLL,MCO
01131010,13,197,LAS,ONT
01131013,14,397,LAS,SMF
01131015,11,1040,MCO,SAT
01131018,-3,636,SAN,ELP
01131020,-4,1099,LAS,OMA
01131025,-11,288,ALB,BWI
01131025,3,237,DAL,TUL
01131030,-3,223,TUL,MCI
01131030,-6,889,OAK,ABQ
01131032,10,255,RDU,BWI
01131035,-8,1262,PHX,STL
01131040,-10,447,SFO,SAN
01131040,-3,328,ABQ,PHX
01131040,23,304,SAN,PHX
01131041,40,580,DAL,ABQ
01131045,0,276,HOU,HRL
01131045,3,181,DAL,OKC
01131050,-5,443,RDU,BNA
01131050,7,919,SLC,MCI
01131055,-3,303,HOU,MSY
01131055,-7,1210,SAT,LAX
01131057,8,368,LAS,SLC
01131100,-4,148,HOU,AUS
01131100,-5,393,LIT,HOU
01131100,30,237,TUL,DAL
01131105,-10,197,LAS,ONT
01131105,-9,1246,BWI,HOU
01131110,-5,236,LAS,LAX
01131110,-5,324,AMA,DAL
01131115,-2,448,CLE,BNA
01131118,11,358,BUR,SMF
01131120,-8,601,PHX,RNO
01131120,14,687,HOU,STL
01131122,16,189,DAL,AUS
01131125,11,325,OAK,BUR
01131130,-5,934,ABQ,STL
01131130,-6,588,OAK,SLC
01131130,29,1999,BWI,PHX
01131130,3,359,HOU,JAN
01131135,14,325,PHX,ONT
01131135,6,368,SLC,LAS
01131140,-3,258,LAS,SAN
01131140,0,543,PDX,OAK
01131144,13,256,PHX,LAS
01131144,9,308,LAX,SJC
01131148,24,496,SAT,ELP
01131150,-3,328,PVD,BWI
01131150,10,181,OKC,DAL
01131150,2,677,LAX,ABQ
01131152,18,283,BWI,BDL
01131155,6,296,LIT,STL
01131200,-3,239,HOU,DAL
01131200,-7,972,MCO,ISP
01131201,0,277,ABQ,AMA
01131205,-2,223,BUR,LAS
01131205,5,325,BUR,OAK
01131206,2,1671,LAX,MSY
01131210,-20,852,BDL,BNA
01131210,-9,393,HOU,LIT
01131213,-17,1242,LAX,AUS
01131213,18,1235,HOU,LAS
01131215,15,938,MHT,BNA
01131217,7,281,BUF,BWI
01131220,0,1142,MCO,MHT
01131220,10,1999,PHX,BWI
01131223,75,487,CLE,STL
01131225,-4,447,SAN,SFO
01131225,2,229,DTW,MDW
01131225,4,180,OAK,RNO
01131229,17,543,OAK,PDX
01131230,-2,342,SJC,SNA
01131230,16,370,PHX,LAX
01131230,4,251,MDW,STL
01131235,-10,395,BNA,MDW
01131235,-5,248,SAT,DAL
01131236,2,829,TPA,CMH
01131236,42,345,LAS,RNO
01131240,0,484,JAX,BNA
01131245,-20,1137,PVD,TPA
01131246,18,687,STL,HOU
01131249,17,255,BWI,RDU
01131251,0,487,MSY,TPA
01131258,43,377,BWI,MHT
01131300,0,386,SJC,LAS
01131300,11,370,LAX,PHX
01131300,5,189,DAL,AUS
01131305,-2,180,TPA,JAX
01131306,-1,239,HOU,DAL
01131308,22,828,IND,MCO
01131310,10,361,ONT,OAK
01131313,50,370,LAX,PHX
01131315,17,304,SAN,PHX
01131315,3,333,SJC,ONT
01131320,-5,303,HOU,MSY
01131320,2,328,BWI,PVD
01131322,-5,967,MCI,BWI
01131324,-7,646,OAK,PHX
01131326,-1,389,SMF,ONT
01131330,-12,1107,SEA,PHX
01131330,-5,324,AMA,DAL
01131330,-5,395,BNA,MDW
01131335,-2,187,CRP,HOU
01131335,38,507,PHX,SLC
01131340,-1,293,LBB,DAL
01131340,1,462,OKC,STL
01131341,6,1107,PHX,SEA
01131345,-14,314,CLE,BWI
01131350,-7,584,LAS,ELP
01131350,0,276,HOU,HRL
01131350,7,737,STL,BWI
01131355,-12,248,SAT,DAL
01131355,0,390,RNO,LAX
01131355,30,237,MCI,STL
01131400,-2,616,MCO,BNA
01131400,0,192,SAT,HOU
01131405,-10,495,BWI,SDF
01131405,-11,254,SDF,STL
01131405,7,303,MSY,HOU
01131409,2,296,BUR,SJC
01131410,0,277,AMA,ABQ
01131410,17,448,BNA,CLE
01131415,-1,480,SMF,SAN
01131415,0,1048,TPA,MCI
01131415,7,534,RDU,MCO
01131415,8,543,PDX,OAK
01131420,-7,507,SLC,PHX
01131420,26,373,LAX,SMF
01131425,4,328,ABQ,PHX
01131430,-5,852,BNA,BDL
01131430,27,440,DTW,STL
01131431,29,872,AUS,PHX
01131435,-27,1864,SLC,BWI
01131435,-5,588,BNA,BWI
01131435,21,479,SMF,PDX
01131437,32,377,MHT,BWI
01131440,-5,479,PDX,SMF
01131440,3,236,LAS,LAX
01131445,0,671,SEA,OAK
01131449,10,1246,HOU,BWI
01131450,27,646,PHX,OAK
01131450,5,189,AUS,DAL
01131455,-5,399,SEA,BOI
01131456,32,417,SAN,SJC
01131500,-3,410,STL,CMH
01131500,0,570,MDW,BHM
01131500,5,407,LAS,OAK
01131504,159,616,BNA,MCO
01131505,-8,293,LBB,DAL
01131505,7,296,LIT,DAL
01131510,-2,248,DAL,SAT
01131510,75,1140,MCI,LAS
01131515,-2,423,OMA,MDW
01131515,-8,395,MDW,BNA
01131517,-8,296,DAL,LIT
01131520,-7,377,BWI,MHT
01131523,25,405,MCI,MDW
01131523,35,308,LAX,SJC
01131525,5,842,BWI,TPA
01131528,30,192,SAT,HOU
01131530,-5,417,SJC,SAN
01131530,2,666,MDW,JAN
01131535,-17,651,SFO,PHX
01131535,10,337,OAK,LAX
01131535,9,347,ELP,PHX
01131537,-2,687,HOU,STL
01131540,-20,1009,PDX,PHX
01131540,37,1262,STL,PHX
01131545,-6,318,FLL,JAX
01131545,33,1984,TPA,LAS
01131547,9,687,STL,HOU
01131550,-8,448,BNA,CLE
01131552,0,1213,HOU,SLC
01131554,18,337,LAX,OAK
01131557,16,181,DAL,OKC
01131600,-2,239,DAL,HOU
01131604,0,358,BUR,SMF
01131605,-15,588,BWI,BNA
01131605,3,570,BHM,HOU
01131608,-3,507,SLC,PHX
01131610,-8,319,MAF,DAL
01131610,25,1912,PHX,BUF
01131615,-3,281,BWI,BUF
01131615,5,296,SJC,BUR
01131619,8,616,MCO,BNA
01131620,-26,1987,LAS,BUF
01131620,13,258,SAN,LAS
01131620,7,296,BUR,SJC
01131625,-3,437,DAL,MSY
01131625,0,1140,LAS,MCI
01131627,12,287,BOI,GEG
01131630,-1,239,DAL,HOU
01131630,0,972,TPA,SAT
01131634,78,487,ABQ,LAS
01131635,0,718,MCI,ABQ
01131635,7,423,MDW,OMA
01131640,-3,1093,FLL,ISP
01131640,-7,677,ABQ,LAX
01131645,-17,687,HOU,STL
01131645,32,580,ABQ,DAL
01131650,20,759,HOU,ABQ
01131655,-2,670,BNA,HOU
01131655,6,181,OKC,DAL
01131700,-14,251,STL,MDW
01131700,-6,337,OAK,LAX
01131700,-7,511,BOI,OAK
01131700,3,223,BUR,LAS
01131700,5,239,DAL,HOU
01131705,-5,397,SMF,LAS
01131705,10,480,SMF,SAN
01131710,-12,365,BHM,JAX
01131710,-8,307,CLE,MDW
01131710,2,495,SDF,BWI
01131710,5,236,LAS,LAX
01131715,-4,325,BUR,OAK
01131715,5,192,HOU,SAT
01131720,13,423,OMA,MDW
01131720,97,611,BWI,MDW
01131725,-16,1497,ABQ,TPA
01131725,-9,491,MCI,BNA
01131730,-12,303,HOU,MSY
01131730,-12,682,BWI,BHM
01131730,11,718,MCO,SDF
01131732,29,2106,BWI,LAS
01131735,-4,671,SEA,OAK
01131735,18,321,MSY,BHM
01131740,-9,487,MSY,TPA
01131742,0,271,SDF,MDW
01131745,-12,308,SJC,LAX
01131745,-5,386,LAS,SJC
01131746,13,178,FLL,MCO
01131749,8,237,STL,MCI
01131750,0,1599,MSY,SAN
01131750,5,180,RNO,OAK
01131755,8,967,BWI,MCI
01131757,85,180,OAK,RNO
01131800,-5,337,OAK,LAX
01131800,0,271,MDW,SDF
01131804,-1,178,MCO,FLL
01131805,-10,605,SMF,SEA
01131805,38,1588,BNA,LAS
01131809,7,370,PHX,LAX
01131810,169,534,MCO,RDU
01131813,14,487,ABQ,LAS
01131818,112,386,SJC,LAS
01131820,-27,1506,PHX,SDF
01131820,0,447,SAN,SFO
01131823,25,236,LAS,LAX
01131825,0,1235,HOU,LAS
01131830,-1,1751,BNA,SAN
01131830,-20,972,SAT,TPA
01131830,-5,666,HOU,MCI
01131835,-18,601,RNO,PHX
01131835,-2,197,ONT,LAS
01131838,52,288,BWI,ALB
01131840,-19,651,SFO,PHX
01131840,12,407,LAS,OAK
01131841,8,308,SJC,LAX
01131845,-8,590,SLC,LAX
01131845,5,550,MCO,MSY
01131850,0,303,HOU,MSY
01131850,45,256,PHX,LAS
01131855,-2,255,BWI,RDU
01131856,3,852,BNA,BDL
01131900,-3,283,BWI,BDL
01131900,0,347,PHX,ELP
01131905,-10,307,MDW,CLE
01131905,-20,251,STL,MDW
01131910,-11,162,IND,MDW
01131910,-15,444,PDX,RNO
01131913,9,1072,MCI,MCO
01131916,55,1073,MCO,ALB
01131920,-3,368,SLC,LAS
01131920,-8,281,BWI,BUF
01131925,-13,793,BNA,FLL
01131925,3,386,SJC,LAS
01131930,-9,304,SAN,PHX
01131930,2,405,MDW,MCI
01131934,0,647,PHX,SMF
01131935,-7,444,RNO,PDX
